know	4
fuzzi	4
word-charact	4
adjective-noun	4
stop	4
criterion	4
peopl	4
dimens	4
smaller	4
subspac	4
resource-poor	4
specul	4
cite	4
trust	4
learners’	4
dens	4
clausal	4
music	4
easy-first	4
peer	4
far	4
life	4
g2p	4
overlap	4
denot	4
age	4
ilp	4
multi	4
back	4
layer	4
insight	4
neighbor	4
multi-sourc	4
string-to-tre	4
source-sid	4
has	4
crosslingu	4
date	4
big	4
patient	4
customiz	4
formula	4
beam-search	4
concurr	4
stylist	4
analys	4
light	4
mind	4
sign	4
film	4
bad	4
utterance-level	4
failur	4
polyglot	4
recombin	4
modern	4
purpos	4
treatment	4
multi-rel	4
auto-encod	4
mooc	4
multi-granular	4
non-linear	4
hashtag	4
section	4
bank	4
dispar	4
pun	4
recip	4
non-standard	4
probe	4
geometri	4
miss	4
item	4
so	4
yet	4
monoton	4
cnns	4
neighborhood	4
thing	4
token-level	4
evolut	4
bi-direct	4
network-bas	4
perceiv	4
discourse-level	4
aspect-level	4
residu	4
semem	4
paraphrast	4
abil	4
back-transl	4
forget	4
just	4
cross-sent	4
fake	4
modul	4
acceler	4
multi-head	4
shape	3
lexical-funct	3
prenomin	3
exist	3
concis	3
spanish	3
multivari	3
pinyin	3
execut	3
faq	3
interleav	3
polynomial-tim	3
art	3
whole	3
likelihood	3
czech	3
part	3
travel	3
toolkit	3
lfg	3
brows	3
lambek	3
calculus	3
post-process	3
left	3
bilex	3
theorem	3
prover	3
hmm-base	3
websit	3
word-sens	3
intra-sent	3
format	3
broadcast	3
high-perform	3
turn	3
human-machin	3
potenti	3
qualit	3
lexico-semant	3
similarity-bas	3
randomis	3
acycl	3
psycholog	3
transcrib	3
dictat	3
left-corn	3
tone	3
syllabif	3
acronym	3
pure	3
wall	3
down	3
doesn’t	3
language-specif	3
found	3
companion	3
annual	3
they	3
learnabl	3
underspecif	3
unlexic	3
clean	3
supertagg	3
hyponymi	3
meta-learn	3
demonstr	3
speak	3
mode	3
multitext	3
homograph	3
ltag	3
given	3
mathemat	3
speech-bas	3
latin	3
educ	3
predomin	3
long-dist	3
anneal	3
geometr	3
capabl	3
mismatch	3
leaf	3
capit	3
effort	3
boosting-bas	3
request	3
fix	3
ml	3
gibb	3
adjectiv	3
trigram	3
block	3
while	3
web-deriv	3
self-learn	3
methodolog	3
extrins	3
shortest	3
prime	3
multi-perspect	3
individu	3
quantif	3
monologu	3
query-focus	3
english-hindi	3
lexicalized-grammar	3
variant	3
verbnet	3
reusabl	3
illustr	3
say	3
edg	3
cover	3
